,id,parent,childtype,name,tag,type,typecode,biz_type,address,location,tel,postcode,website,email,pcode,pname,citycode,cityname,adcode,adname,importance,shopid,shopinfo,poiweight,gridcode,distance,navi_poiid,entr_location,business_area,exit_location,match,recommend,timestamp,alias,indoor_map,indoor_data,groupbuy_num,discount_num,biz_ext,event,children,photos
10,B024F0VIA9,[],[],海澜之家(八一七北路店),[],购物服务;服装鞋帽皮具店;品牌服装店,061101,[],八一七北路68-5号,"119.298695,26.087240",0591-87528810,[],[],[],350000,福建省,0591,福州市,350102,鼓楼区,[],[],0,[],3919120312,[],G50F023043_49752,"119.298911,26.08731",鼓西,[],0,0,2019-10-30 08:31:52,[],0,"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,0,"{'rating': '3.5', 'cost': []}",[],[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/50e370e836b2c6cf634f697282d91a88'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/045aee8f1a7f76ea550558159dc0e6a0'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/83e47a00b8ca36bd65dc5bf72a592a9b'}]"
11,B024F0U78V,B024F02YOJ,202,海澜之家(中亭街店),[],购物服务;服装鞋帽皮具店;品牌服装店,061101,[],八一七南路80号本色大厦1层,"119.310493,26.051647",0591-83211653,[],[],[],350000,福建省,0591,福州市,350103,台江区,[],[],0,[],3919026402,[],G50F024043_51715,[],中亭街,[],0,0,2019-10-18 13:42:01,海澜之家,0,"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,0,"{'rating': '5.0', 'cost': []}",[],[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/4233b738755eff99daf6bd6e7604d185'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/565c0d4aa3104425a5be794b'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/5434de8ea310247a8780ea17'}]"
12,B024F0VK83,[],[],中亭街福建省服装批发中心,[],购物服务;服装鞋帽皮具店;服装鞋帽皮具店,061100,[],台江路22号中庭街,"119.310666,26.052094",[],[],[],[],350000,福建省,0591,福州市,350103,台江区,[],[],0,[],3919026402,[],G50F024043_58472;112655,"119.310515,26.052015",中亭街,[],0,0,2019-11-01 08:43:23,[],0,"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,0,"{'rating': '3.0', 'cost': []}",[],[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/7b2d0ec693a339f4309d71fdb7c91722'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/565c0b48a3104425a5be05a0'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/565c0b45a3104425a5be04f2'}]"
13,B024F04WF2,[],[],YOUNGOR,[],购物服务;服装鞋帽皮具店;品牌服装店,061101,[],八一七南路66号,"119.309804,26.052595",0591-83211449,[],[],[],350000,福建省,0591,福州市,350103,台江区,[],[],0,[],3919026402,[],G50F024043_7098,[],中亭街,[],0,0,2019-10-28 19:34:51,雅戈尔(八一七南路),0,"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,0,"{'rating': [], 'cost': []}",[],[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/565c0d49a3104425a5be78d5'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/5434de8ea310247a8780e932'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/664213541681936bb1b877993f850afe'}]"
14,B024F04BZJ,B0FFGGBFPX,202,九牧王男装(福新中路店),[],购物服务;服装鞋帽皮具店;品牌服装店,061101,[],岳峰镇福新中路90号新华商业广场1楼,"119.325752,26.081570",18959968198,[],[],[],350000,福建省,0591,福州市,350111,晋安区,[],[],0,[],3919029620,[],G50F023043_22325,"119.325488,26.081245",岳峰,[],0,0,2019-10-30 05:11:02,[],0,"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,0,"{'rating': '3.5', 'cost': []}",[],[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/08137323e50fc751b6c9a832fd39c50d'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/e9d91cd1bfefcf8ec356227256018a56'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/e00d6d79439930b38ff6e5a7c6aabbe8'}]"
15,B024F0XG6S,[],[],ST&SAT,[],购物服务;服装鞋帽皮具店;品牌鞋店,061102,[],台江路95号东百元洪广场2层鞋区,"119.316259,26.052195",18906917941,[],[],[],350000,福建省,0591,福州市,350103,台江区,[],[],0,[],3919026500,[],[],[],[],[],0,0,2019-10-30 12:55:52,[],0,"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,0,"{'rating': '5.0', 'cost': []}",[],[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/075789ae4e34d1fa7c155b0786294a83'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/f902460026326bc44e95dae3a05da92d'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/05782024f72c1a91126e142681be2ed3'}]"
16,B024F0XIFP,[],[],大东(西洪路店),[],购物服务;服装鞋帽皮具店;品牌鞋店,061102,[],西洪路95-1号,"119.286891,26.085846",[],[],[],[],350000,福建省,0591,福州市,350102,鼓楼区,[],[],0,[],3919120202,[],G50F023043_75936,[],新店,[],0,0,2019-10-30 08:03:18,[],0,"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,0,"{'rating': '3.5', 'cost': []}",[],[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/3014e6d79af464adcfda1aa3ab41c774'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/aa4ce33bb359b0346a9bb2431dd6f3a8'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/4899fbbd08e857bb65b2eaa4417c1605'}]"
17,B024F0XHDZ,[],[],爱慕(大洋晶典店),[],购物服务;服装鞋帽皮具店;品牌服装店,061101,[],八一七北路268号冠亚广场大洋晶典3楼,"119.300051,26.076315",0591-88590783,[],[],[],350000,福建省,0591,福州市,350102,鼓楼区,[],[],0,[],3919029400,[],[],[],黎明,[],0,0,2019-10-18 14:46:26,[],0,"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,0,"{'rating': '3.5', 'cost': []}",[],[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/c8b09e460a3b2c97996a46a60fb09360'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/7aa48d24ca9f9c44f8191ee67c0b5ad3'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/439ed874e2cbdd66bd9e2acd5ee22541'}]"
18,B024F0XG4R,B0FFHBVZ1C,202,星期六(宁化路),[],购物服务;服装鞋帽皮具店;品牌鞋店,061102,[],瀛洲街道工业路193号宝龙城市广场新华都百货1楼69专柜,"119.292639,26.061789",0591-83896010,[],[],[],350000,福建省,0591,福州市,350103,台江区,[],[],0,[],3919027311,[],[],[],宁化,[],0,0,2019-10-30 19:42:48,[],0,"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,0,"{'rating': '3.5', 'cost': []}",[],[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/efbd66b1e03a5f04df62b5ad4296fdf2'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/44c07aaaac2cc5d4af651b358fdf8d51'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/efd3b2f9fd2bc7aa84cdbdb922a31ec8'}]"
19,B024F034HC,[],[],九牧王男装(名店街专卖店),[],购物服务;服装鞋帽皮具店;品牌服装店,061101,[],树汤路26号温泉公寓1层名店街48号,"119.308975,26.099854",18959968268,[],[],[],350000,福建省,0591,福州市,350102,鼓楼区,[],[],0,[],3919121422,[],G50F023043_11602,"119.308893,26.099574",温泉,[],0,0,2019-10-31 22:27:15,[],0,"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,0,"{'rating': '3.2', 'cost': []}",[],[],"[{'title': '门头照', 'url': 'http://store.is.autonavi.com/showpic/4af1042ab169ec8e7e15a2d1192747e6'}, {'title': '品牌图片', 'url': 'http://store.is.autonavi.com/showpic/fa23bc1b20ea2da455a6dfe68312dea9'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/caedc4a3666b38068e0236cb12953020'}]"
20,B024F0U7KJ,[],[],达芙妮(胜利店),[],购物服务;服装鞋帽皮具店;品牌鞋店,061102,[],胜利路120-122号,"119.522946,25.961191",0591-28823896,[],[],[],350000,福建省,0591,福州市,350112,长乐区,[],[],0,[],3819745112,[],G50F025045_4236,[],长乐,[],0,0,2019-10-30 01:33:40,[],0,"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,0,"{'rating': '3.2', 'cost': []}",[],[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/5434d2f0a310247a877ffb9f'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/565687aba3104425a5b61e65'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/0c3b85485542d4a014bb77b882da37db'}]"
21,B024F0XFIF,[],[],稻草人(新玉环路),[],购物服务;服装鞋帽皮具店;品牌皮具店,061103,[],八一七南路中亭街8090时尚广场F1层,"119.309980,26.052942",0591-83259236;15980221467,[],[],[],350000,福建省,0591,福州市,350103,台江区,[],[],0,[],3919026412,[],G50F024043_194869,[],中亭街,[],0,0,2019-10-30 03:01:35,[],0,"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,0,"{'rating': '3.5', 'cost': []}",[],[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/40cfa0d84c9b563eece8997c50ba5f27'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/6b66bd7201b9396bbd5dfafb8ea67d5d'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/2daa8de88f75f8d66371bec2ed4116ce'}]"
22,B024F0XGOB,B0FFHK6ETJ,202,ST&SAT(大洋天地正大店),[],购物服务;服装鞋帽皮具店;品牌鞋店,061102,[],五一中路18号正大广场1-5层大洋天地1层,"119.309914,26.075327",0591-88596570,[],[],[],350000,福建省,0591,福州市,350102,鼓楼区,[],[],0,[],3919029402,[],[],[],[],[],0,0,2019-10-30 00:28:05,[],0,"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,0,"{'rating': '3.5', 'cost': []}",[],[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/2be051a5b65dba37dd4a0267c083425b'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/e0d995572b53846849e91d9edb246e5a'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/384c802791b4d2570d0410dee35db3cd'}]"
23,B024F0XGN1,[],[],箱子(宁化路),[],购物服务;服装鞋帽皮具店;品牌服装店,061101,[],西环中路691号天虹2层,"119.290344,26.063868",[],[],[],[],350000,福建省,0591,福州市,350103,台江区,[],[],0,[],3919027310,[],[],"119.289631,26.063676",宝龙万象,[],0,0,2019-10-18 17:10:16,[],0,"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,0,"{'rating': '1.8', 'cost': []}",[],[],[]
24,B024F0X9B4,B024F05NQ9,202,时代广场(国际名店),[],购物服务;服装鞋帽皮具店;服装鞋帽皮具店,061100,[],郑和中路惠航大厦1层,"119.513034,25.958767",0591-28937022,[],[],[],350000,福建省,0591,福州市,350112,长乐区,[],[],0,[],3819745100,[],G50F025045_6758,[],长乐,[],0,0,2019-10-13 09:47:52,[],0,"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,0,"{'rating': '1.8', 'cost': []}",[],[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/565686d5a3104425a5b5f341'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/5434d937a310247a8780063e'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/5434d937a310247a8780063b'}]"
25,B024F0XWR8,[],[],袋鼠(西洪路店),[],购物服务;服装鞋帽皮具店;服装鞋帽皮具店,061100,[],西洪路117号,"119.286510,26.085697",13960896979,[],[],[],350000,福建省,0591,福州市,350102,鼓楼区,[],[],0,[],3919120202,[],G50F023043_57812,[],新店,[],0,0,2019-10-19 00:45:32,[],0,"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,0,"{'rating': '3.5', 'cost': []}",[],[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/543c896da310076b258dc870'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/56568446a3104425a5b56fd6'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/9a4b9fd05391f6385a6fac81d9c9a59c'}]"
26,B024F03YWK,B024F0TUI8,202,五频道,[],购物服务;服装鞋帽皮具店;品牌服装店,061101,[],福马路468号福马商业广场(福州鼓山中医医院南)1层,"119.348784,26.073858",[],[],[],[],350000,福建省,0591,福州市,350111,晋安区,[],[],0,[],3919028722,[],G50F024043_17176,[],鼓山,[],0,0,2019-10-11 11:13:15,[],0,"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,0,"{'rating': '3.2', 'cost': []}",[],[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/f177c7b167d89ff8789b4e56dd874de8'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/588cd20022182ac9d385fcf4a2c6e116'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/e7f1252c0e2b1a11083fc35f2b56601a'}]"
27,B024F0UARP,[],[],信东,[],购物服务;服装鞋帽皮具店;服装鞋帽皮具店,061100,[],罗建路29附近,"119.457354,25.987654",[],[],[],[],350000,福建省,0591,福州市,350105,马尾区,[],[],0,[],3819738611,[],G50F025044_3122,[],罗星,[],0,0,2019-09-12 00:13:17,[],0,"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,0,"{'rating': [], 'cost': []}",[],[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/2830367adb71c64fc0ad00eb049f06b0'}]"
28,B024F0406J,[],[],从前,[],购物服务;服装鞋帽皮具店;服装鞋帽皮具店,061100,[],君竹路12-3号,"119.454242,25.987307",[],[],[],[],350000,福建省,0591,福州市,350105,马尾区,[],[],0,[],3819738611,[],G50F025044_251,[],[],[],0,0,2019-10-30 19:56:20,[],0,"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,0,"{'rating': [], 'cost': []}",[],[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/f60db6c316ccafe3a625a07bff65e2e6'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/a7640dbd5e4793072dffaad474a266de'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/984ca11633c1ef8051c959e919c7a279'}]"
29,B024F04Y9L,[],[],味道,[],购物服务;服装鞋帽皮具店;服装鞋帽皮具店,061100,[],金峰镇西南新村b座,"119.627072,25.978082",[],[],[],[],350000,福建省,0591,福州市,350112,长乐区,[],[],0,[],3819757010,[],G50F025045_297,[],[],[],0,0,2019-10-21 15:09:43,味道(弘鑫商业街),0,"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,0,"{'rating': [], 'cost': []}",[],[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/d4d036a4c882ac2f1b8717d0c63ea4d6'}]"
30,B024F0VGJ4,B024F00839,202,秋水伊人(学园路店),[],购物服务;服装鞋帽皮具店;品牌服装店,061101,[],杨桥中路145-11号,"119.285240,26.082807",0591-83716607,[],[],[],350000,福建省,0591,福州市,350102,鼓楼区,[],[],0,[],3919029222,[],G50F023043_48475,[],南街,[],0,0,2019-10-29 23:05:56,[],0,"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,0,"{'rating': '3.5', 'cost': []}",[],[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/b9b8299dfb5bf7ebaf9e89be049722ef'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/29fd9e64cfff96eccd0fdfc6c56e24db'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/9d3a636659d529b44dc0d7731e7624e1'}]"
31,B024F0X8V8,B0FFG7K76P,202,达芙妮(金达路),[],购物服务;服装鞋帽皮具店;品牌鞋店,061102,[],建新镇金榕北路137号大润发金山店1层,"119.264484,26.057043",0591-83821509,[],[],[],350000,福建省,0591,福州市,350104,仓山区,[],[],0,[],3919026120,[],G50F024043_195402,[],金山,[],0,0,2019-10-18 20:00:23,[],0,"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,0,"{'rating': '3.5', 'cost': []}",[],[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/bfab80487de0b0a891677bf271bae64c'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/81ff82c924dd8a4aeca9fff468275e49'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/8b5f90767ed26710193f221296179a68'}]"
32,B024F0UH33,[],[],北京布鞋(江厝路店),[],购物服务;服装鞋帽皮具店;品牌鞋店,061102,[],江厝路83号,"119.295725,26.113003",13255910201,[],[],[],350000,福建省,0591,福州市,350102,鼓楼区,[],[],0,[],3919123311,[],G50F023043_46136,[],五凤,[],0,0,2019-10-30 12:02:13,[],0,"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,0,"{'rating': '3.2', 'cost': []}",[],[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/de8625e468e06a7d35ac0cfe93d0a0d0'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/54dbe67e8b6c9ab4affd58b102028765'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/8c7ff0705a366a6395fedd0828c0600c'}]"
33,B024F0XFUH,[],[],艾尚(鼓东路),[],购物服务;服装鞋帽皮具店;服装鞋帽皮具店,061100,[],东街口89号贤南商厦14楼909室,"119.300335,26.089383",[],[],[],[],350000,福建省,0591,福州市,350102,鼓楼区,[],[],0,[],3919120420,[],G50F023043_74108,[],鼓东,[],0,0,2019-10-29 18:23:42,[],0,"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,0,"{'rating': '3.5', 'cost': []}",[],[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/ee6830834beffee015a630ea966e6839'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/b262d340f739326224767f01f416ac4a'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/8a43912f9862a3654d8e4206b7ad7b53'}]"
34,B024F0XWUU,[],[],回力(福马商业广场东北),[],购物服务;服装鞋帽皮具店;服装鞋帽皮具店,061100,[],福马路468号福马商业广场d-35,"119.347887,26.074237",[],[],[],[],350000,福建省,0591,福州市,350111,晋安区,[],[],0,[],3919028722,[],G50F024043_82692,"119.347780,26.074226",鼓山,[],0,0,2019-10-30 17:00:49,[],0,"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,0,"{'rating': '1.8', 'cost': []}",[],[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/543f55b1a310076b258e2d32'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/565c072fa3104425a5bd10d1'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/b6be1b6a2651246d16fc3e47d8ed218b'}]"
35,B0FFG1NMDK,B024F04A3C,201,合作社(宝龙城市广场),[],购物服务;服装鞋帽皮具店;品牌服装店,061101,[],工业路193号宝龙城市广场L3层,"119.291850,26.062107",[],[],[],[],350000,福建省,0591,福州市,350103,台江区,[],[],0,[],3919027311,[],[],[],宁化,[],0,0,2019-09-06 11:01:48,[],1,"{'cpid': 'B024F04A3C', 'floor': '3', 'truefloor': 'L3', 'cmsid': '168670210300076_B0FFG1NMDK'}",0,0,"{'rating': '3.0', 'cost': []}",[],[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/fe72f822a4b40c65c61c2e6c06f64082'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/4e68b56335f53934dda3d9a2598a137b'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/9e0238df2c36bbac7f4a698262d8c489'}]"
